cdi,pl,lo,pn,ld,t,cb,ct,c,fr,hr,lc,lt,situation,id
"3299014569104","Commercial Auto Line","open"," #C@#L$!Y$22$#2$@69@#1L@#Y","22.01.2020","15.08.2025 03:52:27","Kent Financial Group","low","EUR","not applicable","phone","I decided to test the aerodynamics of a model airplane by launching it from my apartment balcony, but it got caught in a gust of wind and flew into a neighbor's open window.","motor","WAL","14.08.2023 21:45:44"
"2014204263242","Personal Auto Line","closed","$CLY 7 @94 7$7!@2!@C! J","27.02.2022","07.06.2026 11:17:03","Oxfordshire Brokers","low","GBP","not applicable","mail","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","SCO","14.08.2023 21:45:44"
"977359992481","Property","open","$ C#LY @5!$2$2 1 $8$ 8$ V @K","13.02.2020","02.07.2025 04:57:03","Kent Key Investments","high","GBP","not applicable","mail","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","ENG","14.08.2023 21:45:44"
"2455455045769","Personal Auto Line","open"," @C @L# Y!$61#$82$@9$#9$@X# N","20.02.2021","02.08.2024 06:05:09","Surrey Sustainable Investments","high","GBP","non-fault","phone","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","","WAL","14.08.2023 21:45:44"
"5881878943143","Personal Auto Line","open","!#C! LY8!@2 #4#$430$@B#B","22.08.2021","20.08.2027 20:19:21","Southampton Stock Exchange","medium","EUR","not applicable","web","","motor","NIR","14.08.2023 21:45:44"
"3045635952178","Personal Auto Line","open","#!C$#L!@Y# 8#6$!7@$0#@6@2#$EU","16.03.2019","09.01.2026 15:22:50","Belfast Business Finance","high","GBP","fault","phone","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","property","WAL","14.08.2023 21:45:44"
"2840490423971","Personal Auto Line","closed","$C! L@$Y !4$ 0$@21$!3$ 2$ FF","30.06.2020","11.09.2023 21:20:40","Oxfordshire Options","high","EUR","non-fault","phone","","motor","","14.08.2023 21:45:44"
"8684119963436","Road Risks",""," C!#LY@!46#1@#58@3@F$K","24.02.2022","03.06.2028 16:13:42","Yorkshire Financial Group","high","EUR","non-fault","phone","My pet parrot developed a sudden liking for expensive designer shoes and chewed through my entire collection.","motor","NIR","14.08.2023 21:45:44"
"4792454762981","Road Risks","closed","@$C!L!#Y$4$ 2#@7#$7#!3$@7 $E! C","11.07.2022","27.06.2026 19:12:37","Nottinghamshire Investment Advisors","high","GBP","unknown","mail","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","WAL","14.08.2023 21:45:44"
"8381315139967","Property","open","@!C#L !Y$ 8#2!8@#6$ 9! 0@#GH","12.07.2020","26.04.2025 17:59:15","Southampton Stock Exchange","","GBP","non-fault","web","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","ENG","14.08.2023 21:45:44"
"8347553151316","Commercial Auto Line","closed","!$C !L$Y60 @6820QD","11.10.2018","16.12.2025 02:24:49","Glasgow Growth Securities","low","GBP","non-fault","phone","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","property","WAL","14.08.2023 21:45:44"
"4997886209058","Road Risks","open","$ C#$L# Y $24 @9!$6!$3@ 2 $EI","24.01.2022","08.03.2027 22:31:38","Newcastle Securities","medium","EUR","unknown","web","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","WAL","14.08.2023 21:45:44"
"9761477980636","Commercial Auto Line","open","!@CLY$#3#!1 @5!@81#$5Z$I","08.06.2020","23.12.2024 08:26:58","Birmingham Bridge Capital","high","GBP","non-fault","web","I decided to test the stability of a ladder by standing on the very top, but it wobbled and I fell off.","motor","WAL","14.08.2023 21:45:44"
"2723631941267","Property","closed","#@C@!LY@ 1$!5@6$#6$4@!9@#T!Q","22.07.2022","","Manchester Money Managers","low","EUR","fault","phone","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","motor","SCO","14.08.2023 21:45:44"
"4114245924802","Personal Auto Line","closed"," $CL !Y!@84@#4# 82$@2! Z!F","09.11.2019","16.09.2023 05:08:07","Belfast Business Brokers","high","GBP","not applicable","web","I thought it would be fun to use roller skates instead of shoes for a day, but I ended up falling down the stairs.","motor","WAL","14.08.2023 21:45:44"
"9643748456619","","","C@ L# Y$!8# 96$5$#8!#1$@Z#U","02.02.2019","28.10.2026 08:31:16","Nottinghamshire Investment Solutions","high","GBP","","web","","motor","ENG","14.08.2023 21:45:44"
"6701025896434","Property","open","@CLY$ 9# 0$@99!@1#!2#WI","25.06.2019","13.01.2025 12:42:13","Edinburgh Elite Equity","high","EUR","non-fault","web","I decided to test the strength of my car's bumper by nudging a shopping cart with it, but the cart ended up rolling downhill and crashing into a parked car.","motor","WAL","14.08.2023 21:45:44"
"5004603357005","Personal Auto Line","open","C #L@ Y5@#94 0#@12!#E!@Y","22.05.2023","04.10.2027 02:51:25","Birmingham Bridge Capital","medium","EUR","fault","web","I decided to test the fire alarm system in my apartment by lighting a candle directly under the smoke detector, triggering a false alarm.","motor","SCO","14.08.2023 21:45:44"
"684628314170","Property","closed"," C@ L#$Y 5!$9 !7 3@#40 $P $L","22.02.2022","31.05.2026 03:25:54","Glasgow Gate Securities","low","EUR","unknown","phone","I thought it would be entertaining to have a trampoline party in my living room, but it quickly turned into a disaster with the trampoline crashing through the floor.","motor","SCO","14.08.2023 21:45:44"
"4828876458252","Personal Auto Line","closed","C@!L !Y !8#@6$ 276#$3BU","15.06.2020","04.05.2027 21:17:34","Oxfordshire Options Trading","high","GBP","not applicable","phone","I accidentally mistook a can of spray paint for deodorant and ended up with purple armpits for a week.","motor","SCO","14.08.2023 21:45:44"
"918624818707","Road Risks","closed","$#CL!$Y$#0@$5# 5!#7$ 9!@7!@X@ N","27.03.2022","05.03.2028 16:25:58","Windsor Securities","high","EUR","non-fault","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","WAL","14.08.2023 21:45:44"
"4487862780913","Road Risks","open","C!L!@Y0 $3@ 4@5 77F$@M","11.08.2020","27.01.2025 14:44:41","Belfast Business Brokers","low","GBP","non-fault","phone","I decided to test the flexibility of my yoga skills by attempting a full split, but I ended up pulling a muscle and toppling over.","motor","SCO","14.08.2023 21:45:44"
"8970137306397","Commercial Auto Line","closed"," @CL!@Y8! 0#@7# 73 @0$P$ N","20.07.2022","26.04.2028 17:45:31","Glasgow Global Investments","high","GBP","not applicable","web","I thought it would be fun to have a game of indoor mini-golf, but I accidentally hit the ball into a valuable antique vase.","motor","WAL","14.08.2023 21:45:44"
"5990705257225","Property","open","#$CL !Y!#6!2#4!#3!$6$6 @UN","03.11.2022","23.04.2026 16:08:05","Surrey Sustainable Investments","high","EUR","unknown","web","I thought it would be funny to dress up as a superhero and attempt to fly off a swing, but I ended up face-planting into the ground.","motor","NIR","14.08.2023 21:45:44"
"6455078048208","Road Risks","","!C!#L!$Y!#10#2$ 2$!9@!4I#@O","23.08.2018","15.11.2025 14:43:29","Cardiff Capital Consultants","low","EUR","unknown","phone","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","NIR","14.08.2023 21:45:44"
"8719345379301","Personal Auto Line","closed","$C@#LY@22@02#$8$!3O$@H","02.01.2023","06.10.2025 21:16:16","Southampton Stockbrokers","low","GBP","unknown","web","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","ENG","14.08.2023 21:45:44"
"8881208979118","Commercial Auto Line","closed","!#C$@L #Y4!@82#1 05K@$J","26.11.2020","02.12.2026 03:06:33","Belfast Bond Traders","low","GBP","","other","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","WAL","14.08.2023 21:45:44"
"3031242761799","","closed","C@$L@Y1 !9# 2!9 !5@8N @D","12.08.2022","30.03.2027 12:11:33","Oxfordshire Options Advisors","low","GBP","non-fault","web","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","WAL","14.08.2023 21:45:44"
"5614077702225","Personal Auto Line","closed","CL$@Y$!04# 1 $0$1 1#@X!@S","02.10.2022","29.01.2028 18:15:51","Edinburgh Eurozone Brokers","medium","GBP","unknown","web","I thought it would be fun to try tightrope walking between two trees, but I ended up falling and getting tangled in a clothesline.","motor","WAL","14.08.2023 21:45:44"
"4017296247180","Commercial Auto Line","open","#!C@$LY@89 2# 95 1@DU","27.09.2018","10.03.2028 02:12:16","Yorkshire Financial Group","low","GBP","unknown","phone","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","property","SCO","14.08.2023 21:45:44"
"4294055730661","Road Risks","open","@$CL Y#!7$ 8$#9 !4 $75 #D#@X","18.09.2019","20.09.2023 17:09:30","Belfast Business Partners","low","GBP","not applicable","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","NIR","14.08.2023 21:45:44"
"8507585866863","Road Risks","closed","@#C@!L! Y1!#36!$9!#59$#Q@!A","14.10.2022","20.12.2025 03:09:39","Windsor Securities","low","EUR","not applicable","web","I thought it would be fun to build a homemade water slide in the backyard, but it turned into a muddy disaster after the first slide.","motor","NIR","14.08.2023 21:45:44"
"4663166637183","Property","closed"," !C!$L @Y9#!9@3@ 09$4!$K@ T","24.01.2023","12.04.2024 15:35:36","Bristol Bankers","low","GBP","fault","web","I thought it would be funny to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","NIR","14.08.2023 21:45:44"
"9396548025384","Commercial Auto Line","closed","@#C!#L$ Y9! 94#!3 $75@#P$#C","13.07.2021","20.06.2024 23:08:38","Cardiff Capital Consultants","low","GBP","non-fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","ENG","14.08.2023 21:45:44"
"5557119571231","Commercial Auto Line","closed","C@#LY!$5#7$#8@$3$ 05Q#@H","02.09.2020","07.09.2024 13:37:31","Kent Key Investments","high","GBP","non-fault","web","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","ENG","14.08.2023 21:45:44"
"9115445567964","Property","closed"," !C $L! Y#$1$ 1@#8$@0#0#7@!XT","10.03.2019","15.07.2028 15:40:39","Yorkshire Financial Group","low","GBP","not applicable","phone","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","WAL","14.08.2023 21:45:44"
"1758159355677","Road Risks","closed"," #C !L# Y7@!5!$0#1@8 1$!A$#W","15.01.2021","","Edinburgh Emerging Wealth","high","EUR","non-fault","web","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","motor","NIR","14.08.2023 21:45:44"
"6060421276754","Road Risks","open","$C@#L# Y@#1@2@08$ 2@ 6M$T","30.09.2019","25.11.2026 18:43:37","Belfast Brokers","medium","EUR","fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a swing, but I ended up face-planting into the ground.","motor","SCO","14.08.2023 21:45:44"
"414127243717","Road Risks","closed","#$C$L# Y #4#33$@7 $3$#0 #H# A","28.08.2022","30.03.2024 05:45:12","Dundee Derivatives Exchange","low","EUR","not applicable","web","I thought it would be funny to dress up as a superhero and attempt to fly off a swing, but I ended up face-planting into the ground.","motor","SCO","14.08.2023 21:45:44"
"8860944042086","Road Risks","closed"," @C!@L$Y91$@2#!2!$7@#5$Z$ X","19.08.2019","09.03.2028 21:12:34","Aberdeen Advisory Services","low","GBP","non-fault","web","","motor","WAL","14.08.2023 21:45:44"
"7555059149684","Commercial Auto Line","open","$!C# LY !30@ 92!$7@ 6@ V@ W","12.08.2019","10.01.2028 09:19:25","Glasgow Gatekeepers","medium","EUR","not applicable","web","While trying to capture the perfect selfie with a seagull at the beach, it swooped down and stole my phone.","motor","SCO","14.08.2023 21:45:44"
"4710715144988","Road Risks","open"," !C!$L Y1# 97$@498IY","24.08.2018","01.06.2025 06:10:32","Liverpool Leveraged Finance","medium","EUR","fault","phone","","motor","WAL","14.08.2023 21:45:44"
"8244081874041","Commercial Auto Line","closed","$!C@!L# Y!$7$@43$#2@ 5 @7E$!M","23.06.2021","26.06.2025 00:55:12","Belfast Bridge Street Brokers","low","GBP","non-fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","NIR","14.08.2023 21:45:44"
"7216994704783","Property","open","@$C L@#Y#@7!@5@ 6$9@!5$!1#@X $W","25.01.2021","23.02.2024 04:00:03","London Bridge Capital","high","GBP","fault","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","","WAL","14.08.2023 21:45:44"
"915609600030","Property","open","@ C$L!#Y1$!45$!36!$9 FI","02.05.2023","13.02.2028 14:08:20","Glasgow Growth Fund","high","EUR","non-fault","web","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","NIR","14.08.2023 21:45:44"
"1874194455294","Road Risks","open"," !C#@L#Y#4 5!@5$5$07!O S","25.10.2019","19.01.2028 13:56:37","Oxfordshire Brokers","high","EUR","fault","web","I thought it would be hilarious to surprise my friends with a confetti cannon, but I accidentally set it off indoors, covering everything in a colorful mess.","motor","WAL","14.08.2023 21:45:44"
"4159054923625","Personal Auto Line","closed","#!C!@L$!Y#!5$@0$#5$ 2$5@7@ XG","17.08.2022","06.02.2026 12:42:51","Belfast Business Finance","high","GBP","","phone","","motor","","14.08.2023 21:45:44"
"3817346515955","Road Risks","open"," !CL $Y@$1@!7$9#$288B@$M","08.11.2019","14.11.2025 20:03:10","Birmingham Bridge Capital","high","EUR","","web","","motor","WAL","14.08.2023 21:45:44"
"1228597140676","Road Risks","closed","!#C @L! Y!$98 @7$!2@#4!@1@!Z$@R","18.11.2021","08.06.2026 09:25:19","Nottinghamshire Investment Advisors","high","EUR","non-fault","phone","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","ENG","14.08.2023 21:45:44"
"3712356480270","Commercial Auto Line","open"," $C!#LY#$1 @0 7!81# 0FS","08.06.2021","25.04.2025 21:02:16","Belfast Business Brokers","low","GBP","not applicable","web","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","SCO","14.08.2023 21:45:44"
